ID,Program Name,Link,Program Type,Project Name,Recipient Region (if applicable),MEA Award,Total Project Cost,Sector,Capacity,Capacity Units,Electricity Reduction (kWh),Technology,CO2 Emissions Reductions (metric tons),Date,Notes,Legislative District,Congressional District,County
RCEGP010281,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,13800,Residential,54,sqft,,Solar Hot Water,1.44342,05/15/2014 12:00:00 AM,,,,
RCEGP010282,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,15500,Residential,2.6,kW,,Solar PV,1.5444,05/15/2014 12:00:00 AM,,,,
RCEGP010283,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11900,Residential,50,sqft,,Solar Hot Water,1.3365,06/16/2011 12:00:00 AM,,,,
RCEGP010284,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,51275,Residential,12.75,kW,,Solar PV,7.5735,06/13/2012 12:00:00 AM,,,,
RCEGP010285,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1483,20000,Residential,2.966,kW,,Solar PV,1.761804,10/31/2011 12:00:00 AM,,,,
RCEGP010286,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11800,Residential,25,sqft,,Solar Hot Water,0.66825,10-04-2010 00:00,,,,
RCEGP010287,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,7999,Residential,44,sqft,,Solar Hot Water,1.17612,03/28/2012 12:00:00 AM,,,,
RCEGP010288,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,9200,Residential,50,sqft,,Solar Hot Water,1.3365,01/17/2014 12:00:00 AM,,,,
RCEGP010289,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,28652,Residential,7.54,kW,,Solar PV,4.47876,01/17/2014 12:00:00 AM,,,,
RCEGP010290,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2399.7,7999,Residential,50,sqft,,Solar Hot Water,1.3365,01/19/2010 12:00:00 AM,,,,
RCEGP010291,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,2159.64,Residential,50000,BTUs/hr,,Wood Burning Stove,,05-07-2014 00:00,,,,
RCEGP010292,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3615,27072,Residential,4.23,kW,,Solar PV,2.51262,12/15/2010 12:00:00 AM,,,,
RCEGP010293,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6118.75,43750,Residential,6.83,kW,,Solar PV,4.05702,01/19/2010 12:00:00 AM,,,,
RCEGP010294,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,33907.5,Residential,8.75,kW,,Solar PV,5.1975,10-04-2013 00:00,,,,
RCEGP010295,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,39402,Residential,7.92,kW,,Solar PV,4.70448,04/29/2013 12:00:00 AM,,,,
RCEGP010296,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,26850,Residential,6,ton,,Geothermal,2.81259,05-03-2010 00:00,,,,
RCEGP010297,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,19999,Residential,5,kW,,Solar PV,2.97,07/22/2013 12:00:00 AM,,,,
RCEGP010298,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3700,41070,Residential,7.4,kW,,Solar PV,4.3956,03-11-2011 00:00,,,,
RCEGP010299,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,40025,Residential,10.25,kW,,Solar PV,6.0885,06/13/2012 12:00:00 AM,,,,
RCEGP010300,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,3822.25,Residential,43000,BTUs/hr,,Wood Burning Stove,,02-06-2014 00:00,,,,
RCEGP010301,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3055,46313,Residential,6.11,kW,,Solar PV,3.62934,02/15/2012 12:00:00 AM,,,,
RCEGP010302,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,50663,Residential,12.75,kW,,Solar PV,7.5735,10-04-2013 00:00,,,,
RCEGP010303,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,22000,Residential,3,ton,,Geothermal,1.406295,05/19/2011 12:00:00 AM,,,,
RCEGP010304,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,3157.79,Residential,47300,BTUs/hr,,Wood Burning Stove,,02/27/2014 12:00:00 AM,,,,
RCEGP010305,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,35400,Residential,9,kW,,Solar PV,5.346,05-08-2012 00:00,,,,
RCEGP010306,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,33850,Residential,8.5,kW,,Solar PV,5.049,12-12-2013 00:00,,,,
RCEGP010307,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3915,29973,Residential,5.17,kW,,Solar PV,3.07098,10-01-2010 00:00,,,,
RCEGP010308,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1720,20000,Residential,3.44,kW,,Solar PV,2.04336,08-03-2011 00:00,,,,
RCEGP010309,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,10499,Residential,75,sqft,,Solar Hot Water,2.00475,12/15/2010 12:00:00 AM,,,,
RCEGP010310,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1350,18090,Residential,2.7,kW,,Solar PV,1.6038,04/25/2011 12:00:00 AM,,,,
RCEGP010311,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4720,36290,Residential,6.44,kW,,Solar PV,3.82536,12/15/2010 12:00:00 AM,,,,
RCEGP010312,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,48954,Residential,9.84,kW,,Solar PV,5.84496,11-08-2012 00:00,,,,
RCEGP010313,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4050,50220,Residential,8.1,kW,,Solar PV,4.8114,01/17/2012 12:00:00 AM,,,,
RCEGP010314,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,23300,Residential,3,ton,,Geothermal,1.406295,04-11-2011 00:00,,,,
RCEGP010315,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,19000,Residential,3.76,kW,,Solar PV,2.23344,10-04-2012 00:00,,,,
RCEGP010316,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,30600,Residential,4,kW,,Solar PV,2.376,03-05-2012 00:00,,,,
RCEGP010317,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,54870,Residential,12.24,kW,,Solar PV,7.27056,03/15/2013 12:00:00 AM,,,,
RCEGP010318,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,13800,Residential,54,sqft,,Solar Hot Water,1.44342,01-06-2014 00:00,,,,
RCEGP010319,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,39323,Residential,7.5,kW,,Solar PV,4.455,11/28/2012 12:00:00 AM,,,,
RCEGP010320,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,24736,Residential,4,ton,,Geothermal,1.87506,10/23/2012 12:00:00 AM,,,,
RCEGP010321,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,600,2995,Residential,30000,BTUs/hr,,Wood Burning Stove,,08-12-2013 00:00,,,,
RCEGP010322,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,600,4191.5,Residential,34400,BTUs/hr,,Wood Burning Stove,,01/22/2013 12:00:00 AM,,,,
RCEGP010323,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,58344,Residential,11.44,kW,,Solar PV,6.79536,04/29/2013 12:00:00 AM,,,,
RCEGP010324,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,10746,Residential,2.16,kW,,Solar PV,1.28304,05-08-2013 00:00,,,,
RCEGP010325,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,28360,Residential,3,ton,,Geothermal,1.406295,05/31/2013 12:00:00 AM,,,,
RCEGP010326,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,15000,Residential,2,kW,,Solar PV,1.188,04-03-2014 00:00,,,,
RCEGP010327,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,12640.8,Residential,6.12,kW,,Solar PV,3.63528,11/19/2014 12:00:00 AM,,,,
RCEGP010328,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,33000,Residential,9,kW,,Solar PV,5.346,09-03-2013 00:00,,,,
RCEGP010329,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1645,30282.1,Residential,3.995,kW,,Solar PV,2.37303,05/29/2012 12:00:00 AM,,,,
RCEGP010330,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,54750,Residential,7,ton,,Geothermal,3.281355,12-04-2013 00:00,,,,
RCEGP010331,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,33350,Residential,4,ton,,Geothermal,1.87506,12/17/2012 12:00:00 AM,,,,
RCEGP010332,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,31987,Residential,7.65,kW,,Solar PV,4.5441,07/22/2013 12:00:00 AM,,,,
RCEGP010333,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,3656.32,Residential,40000,BTUs/hr,,Wood Burning Stove,,01/29/2014 12:00:00 AM,,,,
RCEGP010334,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,600,3700,Residential,50000,BTUs/hr,,Wood Burning Stove,,01/25/2013 12:00:00 AM,,,,
RCEGP010335,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,13800,Residential,54,sqft,,Solar Hot Water,1.44342,04/24/2014 12:00:00 AM,,,,
RCEGP010336,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,26150,Residential,3,ton,,Geothermal,1.406295,05-04-2011 00:00,,,,
RCEGP010337,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,13800,Residential,54,sqft,,Solar Hot Water,1.44342,09-09-2013 00:00,,,,
RCEGP010338,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,7749,Residential,50,sqft,,Solar Hot Water,1.3365,12/15/2010 12:00:00 AM,,,,
RCEGP010339,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4090,39000,Residential,5.18,kW,,Solar PV,3.07692,12/15/2010 12:00:00 AM,,,,
RCEGP010340,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,29450,Residential,5,ton,,Geothermal,2.343825,05/31/2011 12:00:00 AM,,,,
RCEGP010341,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,13421,Residential,48,sqft,,Solar Hot Water,1.28304,12-09-2014 00:00,,,,
RCEGP010342,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,13800,Residential,3,kW,,Solar PV,1.782,05/29/2012 12:00:00 AM,,,,
RCEGP010343,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,15100,Residential,81,sqft,,Solar Hot Water,2.16513,05/29/2012 12:00:00 AM,,,,
RCEGP010344,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,4832.36,Residential,50000,BTUs/hr,,Wood Burning Stove,,11/14/2014 12:00:00 AM,,,,
RCEGP010345,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,111361,Residential,9,ton,,Geothermal,4.218885,06-04-2014 00:00,,,,
RCEGP010346,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,45500,Residential,10,kW,,Solar PV,5.94,07/18/2012 12:00:00 AM,,,,
RCEGP010347,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,12500,Residential,0.92,kW,,Solar PV,0.54648,09/20/2012 12:00:00 AM,,,,
RCEGP010348,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,11200,Residential,54,sqft,,Solar Hot Water,1.44342,03-11-2011 00:00,,,,
RCEGP010349,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,26100,Residential,2,ton,,Geothermal,0.93753,02-02-2012 00:00,,,,
RCEGP010350,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,4895,Residential,55000,BTUs/hr,,Wood Burning Stove,,08-08-2014 00:00,,,,
RCEGP010351,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,9500,Residential,50,sqft,,Solar Hot Water,1.3365,12/15/2010 12:00:00 AM,,,,
RCEGP010352,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,13250,Residential,3,ton,,Geothermal,1.406295,03-10-2014 00:00,,,,
RCEGP010353,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,3400,Residential,36000,BTUs/hr,,Wood Burning Stove,,08/21/2014 12:00:00 AM,,,,
RCEGP010354,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3180,36960,Residential,3.36,kW,,Solar PV,1.99584,11/15/2010 12:00:00 AM,,,,
RCEGP010355,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,1750,Residential,50000,BTUs/hr,,Wood Burning Stove,,09/29/2014 12:00:00 AM,,,,
RCEGP010356,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,10000,Residential,3.2,kW,,Solar PV,1.9008,02/25/2014 12:00:00 AM,,,,
RCEGP010357,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,28650,Residential,8,kW,,Solar PV,4.752,12/23/2013 12:00:00 AM,,,,
RCEGP010358,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12800,Residential,54,sqft,,Solar Hot Water,1.44342,04/30/2013 12:00:00 AM,,,,
RCEGP010359,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,18821,Residential,2,kW,,Solar PV,1.188,07/29/2013 12:00:00 AM,,,,
RCEGP010360,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,18720,Residential,4.68,kW,,Solar PV,2.77992,02/20/2014 12:00:00 AM,,,,
RCEGP010361,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,14300,Residential,50,sqft,,Solar Hot Water,1.3365,07-01-2010 00:00,,,,
RCEGP010362,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12900,Residential,54,sqft,,Solar Hot Water,1.44342,01/17/2012 12:00:00 AM,,,,
RCEGP010363,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,11500,Residential,54,sqft,,Solar Hot Water,1.44342,02/25/2013 12:00:00 AM,,,,
RCEGP010364,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12900,Residential,54,sqft,,Solar Hot Water,1.44342,01/17/2012 12:00:00 AM,,,,
RCEGP010365,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,5194.06,Residential,52460,BTUs/hr,,Wood Burning Stove,,11-03-2014 00:00,,,,
RCEGP010366,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,12900,Residential,50,sqft,,Solar Hot Water,1.3365,10-01-2010 00:00,,,,
RCEGP010367,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,2825.99,Residential,30000,BTUs/hr,,Wood Burning Stove,,06/30/2014 12:00:00 AM,,,,
RCEGP010368,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1050,21000,Residential,2.1,kW,,Solar PV,1.2474,03-11-2011 00:00,,,,
RCEGP010369,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,10999,Residential,75,sqft,,Solar Hot Water,2.00475,03-11-2011 00:00,,,,
RCEGP010370,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,8248,Residential,44,sqft,,Solar Hot Water,1.17612,12/20/2011 12:00:00 AM,,,,
RCEGP010371,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2850,26645,Residential,5.7,kW,,Solar PV,3.3858,12/20/2011 12:00:00 AM,,,,
RCEGP010372,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6290,67303,Residential,12.58,kW,,Solar PV,7.47252,04-11-2011 00:00,,,,
RCEGP010373,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,70250,Residential,17.4,kW,,Solar PV,10.3356,04/24/2014 12:00:00 AM,,,,
RCEGP010374,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3525,36500,Residential,7.05,kW,,Solar PV,4.1877,03-11-2011 00:00,,,,
RCEGP010375,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,64675,Residential,13,kW,,Solar PV,7.722,06/17/2014 12:00:00 AM,,,,
RCEGP010376,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,12900,Residential,50,sqft,,Solar Hot Water,1.3365,10-01-2010 00:00,,,,
RCEGP010377,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,63674.17,Residential,5,ton,,Geothermal,2.343825,02/26/2013 12:00:00 AM,,,,
RCEGP010378,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,32350,Residential,8,kW,,Solar PV,4.752,05-08-2013 00:00,,,,
RCEGP010379,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6370,56967,Residential,12.74,kW,,Solar PV,7.56756,03-05-2012 00:00,,,,
RCEGP010380,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,28583,Residential,4,ton,,Geothermal,1.87506,08/22/2012 12:00:00 AM,,,,
RCEGP010381,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,9700,Residential,3,kW,,Solar PV,1.782,05/29/2013 12:00:00 AM,,,,
RCEGP010382,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,4395,Residential,55000,BTUs/hr,,Wood Burning Stove,,11/20/2013 12:00:00 AM,,,,
RCEGP010383,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,13767,Residential,4,ton,,Geothermal,1.87506,10-04-2013 00:00,,,,
RCEGP010384,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,12500,Residential,0.92,kW,,Solar PV,0.54648,09/21/2012 12:00:00 AM,,,,
RCEGP010385,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,28000,Residential,3.525,kW,,Solar PV,2.09385,02-02-2012 00:00,,,,
RCEGP010386,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,17960,Residential,5.25,kW,,Solar PV,3.1185,10-08-2014 00:00,,,,
RCEGP010387,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,36000,Residential,4,kW,,Solar PV,2.376,04/13/2009 12:00:00 AM,,,,
RCEGP010388,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,36000,Residential,4,kW,,Solar PV,2.376,04/13/2009 12:00:00 AM,,,,
RCEGP010389,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,41790,Residential,9.74,kW,,Solar PV,5.78556,04/16/2012 12:00:00 AM,,,,
RCEGP010390,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,5696.56,Residential,60000,BTUs/hr,,Wood Burning Stove,,04-07-2014 00:00,,,,
RCEGP010391,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,4295,Residential,55000,BTUs/hr,,Wood Burning Stove,,02/14/2014 12:00:00 AM,,,,
RCEGP010392,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,18286.55,Residential,3,ton,,Geothermal,1.406295,02-04-2013 00:00,,,,
RCEGP010393,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12500,Residential,27,sqft,,Solar Hot Water,0.72171,05/17/2013 12:00:00 AM,,,,
RCEGP010394,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,8499,Residential,50,sqft,,Solar Hot Water,1.3365,07/17/2009 12:00:00 AM,,,,
RCEGP010395,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,39127.2,Residential,8.16,kW,,Solar PV,4.84704,05/20/2013 12:00:00 AM,,,,
RCEGP010396,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,31044,Residential,6.24,kW,,Solar PV,3.70656,05/29/2012 12:00:00 AM,,,,
RCEGP010397,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,13172,Residential,5,ton,,Geothermal,2.343825,04/30/2013 12:00:00 AM,,,,
RCEGP010398,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,2593.61,Residential,25100,BTUs/hr,,Wood Burning Stove,,11-12-2014 00:00,,,,
RCEGP010399,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1075,23156,Residential,2.15,kW,,Solar PV,1.2771,03-05-2012 00:00,,,,
RCEGP010400,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,22750,Residential,3,ton,,Geothermal,1.406295,03-11-2011 00:00,,,,
RCEGP010401,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,7900,49999,Residential,6.9,kW,,Solar PV,4.0986,01/19/2010 12:00:00 AM,,,,
RCEGP010402,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,19673.5,Residential,5.39,kW,,Solar PV,3.20166,10/28/2013 12:00:00 AM,,,,
RCEGP010403,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4300,65263.8,Residential,8.61,kW,,Solar PV,5.11434,02/15/2012 12:00:00 AM,,,,
RCEGP010404,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,16500,Residential,50,sqft,,Solar Hot Water,1.3365,11-01-2010 00:00,,,,
RCEGP010405,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,9821,Residential,1,kW,,Solar PV,0.594,01/17/2012 12:00:00 AM,,,,
RCEGP010406,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,44076.6,Residential,8.46,kW,,Solar PV,5.02524,07-10-2012 00:00,,,,
RCEGP010407,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1850,17760,Residential,3.7,kW,,Solar PV,2.1978,01/17/2012 12:00:00 AM,,,,
RCEGP010408,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,19150,Residential,5.2,kW,,Solar PV,3.0888,02/25/2014 12:00:00 AM,,,,
RCEGP010409,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,14825,Residential,5,ton,,Geothermal,2.343825,12-09-2014 00:00,,,,
RCEGP010410,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,29912,Residential,4,ton,,Geothermal,1.87506,11/19/2009 12:00:00 AM,,,,
RCEGP010411,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6175,53475,Residential,6.9,kW,,Solar PV,4.0986,10-01-2010 00:00,,,,
RCEGP010412,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11000,Residential,75,sqft,,Solar Hot Water,2.00475,10-01-2010 00:00,,,,
RCEGP010413,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,7000,Residential,5.76,kW,,Solar PV,3.42144,04/24/2014 12:00:00 AM,,,,
RCEGP010414,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,48765.6,Residential,9.36,kW,,Solar PV,5.55984,05/29/2012 12:00:00 AM,,,,
RCEGP010415,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,26520,Residential,5.2,kW,,Solar PV,3.0888,07/22/2013 12:00:00 AM,,,,
RCEGP010416,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,41615,Residential,6,ton,,Geothermal,2.81259,05-04-2011 00:00,,,,
RCEGP010417,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,600,3331.98,Residential,47300,BTUs/hr,,Wood Burning Stove,,04/25/2013 12:00:00 AM,,,,
RCEGP010418,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,39920.13,Residential,9.88,kW,,Solar PV,5.86872,05/29/2013 12:00:00 AM,,,,
